ProductUrl,ProductName,Price,Rating,NoOfReviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/Wildcraft-Blaze-Casual-Backpack-12274_Tiger_Black/dp/B0836BN4X4/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-83,Wildcraft 44 Ltrs Blaze 3 Tiger Black Casual Backpack (12274_Tiger_Black)(HxWxD : 19x13.5x10.5)(inches),"1,915",4.4 out of 5 stars,701, Padded Back system for better comfort; Padded shoulder straps to carry it comfortably; Reverse Coil YKK Zipper   Triple compartment bag for better organisation   Sleeve separator section for essentials   Subject Character: Disney; Age Range Description: Adult; Theme: Animals; Special Features: Integrated Rain Cover   Lining Description: Nylon; Compartment Description: Not Laptop Compatible; Material Type: Polyester; Water Resistance Level: Water Resistant  ,B0836BN4X4," BLAZE SERIES Inspired by the timeless silhouettes, the all new Blaze collection comes with a wide range of prints inspired by the outdoors and everything wild! These lively backpacks are sure to get heads turning. ", Wildcraft
https://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-84,"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",439,3.9 out of 5 stars,"1,183"," Generous overall size of 32 x 15 x 44 cm (LxBxH)   2 compartments, including a padded laptop compartment ideal for carrying laptops up to 15.6 inches   Bottle pockets on both sides for storing bottles, earphones, tickets and other smaller items   Made with wear-resistant Polyester material for a longer life   Reflectors on backpack promote visibility at night when on the road  ",B076QFBFRG," Generous overall size of 32 x 15 x 44 cm (LxBxH)   2 compartments, including a padded laptop compartment ideal for carrying laptops up to 15.6 inches   Bottle pockets on both sides for storing bottles, earphones, tickets and other smaller items   Made with wear-resistant Polyester material for a longer life   Reflectors on backpack promote visibility at night when on the road  ", Amazon Brand - Solimo
https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-NAVYBLUE/dp/B084DMYZR3/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-85,TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (NAVYBLUE) 1 Year Warranty,"2,337",4.4 out of 5 stars,"6,216"," LARGE, SPACIOUS & MULTI UTILITY: The hiking backpack is 80 litres, which means it is triple times the normal requirement of a backpack. This backpack bag comes with a convenient LAPTOP SLEEVE inside the main compartment. It has got several straps, buckles, and pockets that make it suitable for adjusting a lot of travel stuff. This rucksack bag will facilitate you in all your sports, camping and hiking trips.   ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.   SMART & TRENDY LOOKS: This Large 81 x 33 x 27 Cm rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.   WATER RESISTANT: These bags are waterproof which makes them apt for surviving in heat, rain, and other extreme situations. Water-resistance also helps in stretching out the life span of these backpack bags; 1 YEAR WARRANTY : This bag comes with a 1-year manufacturer warranty, which makes it a great investment.;Warranty Description: 1 Year Trawoc Warranty; Strap Type: Adjustable; Compartment Description: Up To 17 Inches   Style Name: Rucksack Backpacks; Pocket Description: Utility Pocket; Age Range Description: Adult; Pattern Name: Solid; Special Features: Laptop Compartment; Lining Description: Polyester; Closure Type: Zipper  ",B084DMYZR3," Dimension: 81 x 33 x 27 Cm and additional side pockets. TRAWOC 80 Liter backpack is a club mix of safety, durability, looks, and functions. This trekking rucksack comes with excess storage capacity and weight-bearing capacity too. Also, it's air padded straps smartly divides the weight pressure on the back and hip portions. It is been made through lightweight material which is water-resistant, breathable and can get adjusted in multiple areas. The 1-year warranty is the icing on the cake. ", TRAWOC 
https://www.amazon.in/Dybbuk-Lightweight-Backpacks-Stylish-College/dp/B0BJ26VMFT/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-86,Dybbuk Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,699,4.6 out of 5 stars,12," COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g   HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items   CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use   CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.   HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.  ",B0BJ26VMFT," If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily. ", Dybbuk
https://www.amazon.in/Dybbuk-Lightweight-Backpacks-Stylish-College/dp/B0BCGWRTHT/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-87,Dybbuk Lightweight School Bags Backpacks for Boys Girls Stylish Men and Women Casual Travel Laptop Bag College Office,449,2.7 out of 5 stars,6," Outer Material: Polyester,Color:Red; Water Resistant, Pattern: Solid   Capacity: 25 liters; Weight: 499 grams; Dimensions: 20 cms x 12 cms x 10 cms (LxWxH)   Number of Compartments: 3; Warranty Type: Manufacturer; 6 months international warranty   Closure Type: Zipper; Age Range Description: Adult  ",B0BCGWRTHT," If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily. ", Dybbuk
https://www.amazon.in/Hammonds-Flycatcher-Messenger-Compartment-LB106BR/dp/B07P2TQH78/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-88,HAMMONDS FLYCATCHER Genuine Leather Executive Formal Office Bag | Shoulder Laptop Messenger Bag For Men | MacBook|NoteBook Upto 16 Inch| Crossbody Handbags with Shoulder Straps | Brown | LB106BR,"2,688",4.3 out of 5 stars,"4,289"," GENUINE LEATHER: This Product is made of 100% Full Grain Genuine Leather. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.   FEATURES: Fits up Upto 16 Inch Laptop | Padded & adjustable shoulder Straps | Padded Laptop Compartment | 1 Main Compartments | Brand's Brass Rivits | Heavy Duty Antirust Metal Fittings | Brand's Jacquard Fabrics | Brand's zippers & sliders | Stitched by a quality nylon thread. | 2 Grab Handles | Dimension: L - 40 B - 9 H - 29 cm   DESIGN DECENCY: This Hammonds Flycatcher genuine leather office bag Is designed by our professional designers which set you apart and outstandingly positioned in the crowd, makes you stand out an organized person. These are not Vegan Leather which will contain shine on its surface. Start your journey now with this bag as a messenger bag, shoulder bag, briefcase or laptop bag. Suitable for your school, office, college, university, meeting, and business for everyday use.   MULTI-FUNCTIONAL COMPARTMENT: Roomy compartments provide separated space for your 16” Laptop/MacBook/notebook files, pens, wallet and all your items. Padded laptop compartment offers perfect protection for your laptop from accidental bumps and shocks.   PERFECT GIFT: This bag is a great gift idea for Father's Day, Birthdays, Valentine's Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists, students, and all sorts of officials.  ",B07P2TQH78," GENUINE LEATHER: This Product is made of 100% Full Grain Genuine Leather. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.   FEATURES: Fits up Upto 16 Inch Laptop | Padded & adjustable shoulder Straps | Padded Laptop Compartment | 1 Main Compartments | Brand's Brass Rivits | Heavy Duty Antirust Metal Fittings | Brand's Jacquard Fabrics | Brand's zippers & sliders | Stitched by a quality nylon thread. | 2 Grab Handles | Dimension: L - 40 B - 9 H - 29 cm   DESIGN DECENCY: This Hammonds Flycatcher genuine leather office bag Is designed by our professional designers which set you apart and outstandingly positioned in the crowd, makes you stand out an organized person. These are not Vegan Leather which will contain shine on its surface. Start your journey now with this bag as a messenger bag, shoulder bag, briefcase or laptop bag. Suitable for your school, office, college, university, meeting, and business for everyday use.   MULTI-FUNCTIONAL COMPARTMENT: Roomy compartments provide separated space for your 16” Laptop/MacBook/notebook files, pens, wallet and all your items. Padded laptop compartment offers perfect protection for your laptop from accidental bumps and shocks.   PERFECT GIFT: This bag is a great gift idea for Father's Day, Birthdays, Valentine's Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists, students, and all sorts of officials.  ", HAMMONDS FLYCATCHER 
https://www.amazon.in/Shoulder-Crossbody-Water-resistant-Anti-theft-Business/dp/B0B6G2SQW9/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-89,"Arctic Hunter Sling bag for men,Chest Bag for Men,Shoulder Bag for Men with Handle Crossbody Bag IPX6 Water-resistant Anti-theft Side Bag for Travel,Business,Black","1,899",4.9 out of 5 stars,14," [Multi-function Sling bag for men]-- Arctic Hunter stylish sling bag can be used for Business,Travel,School.Daily use.Large sling bag can store many small items,free your hands and bring comfortable for you.Stylish style design and use easy,which is perfect for Men.   [Large capacity & Simple to use]-- The capacity of this chest bag is about 6L,Dimensions:31*18*10cm,it's larger than others.consist for 1* Main compartment+1 Back compartment.and Main compartment have three pockets for Neat storage.the back compartment is hidden for anti-theft.   [High-quailty meterial]--Main body made by 1680D Oxford Fabric + PU Coated Fabric for Oxford Fabric make this bag is strudy and durable and PU Coated Fabric is IPX6 Water-resistant and Scratch-resistant.The inside made by Mountaineering bag grade polyester fabric for Abrasion and scratch resistant.   [Anti-theft & IPX6 Water-resistant]-- Mens sling bag is designed with hidden large compartment,it is difficult to find for others,so you can put values into this compartment. The mens chest bag is made of IPX6 water-resistant Fabric and the zipper coated by PU Fabric to avoid water into this sling bag.   [Breathable & Ergonomic design] -- 1. This material is very comfortable and skin-friendly to the touch. 2.adopts with Two-way matel zipper to smoothly open/close and durable.3. The back of the sling bag and the shoulder strap made of running shoe fabric,it is very breathable.4.The hook of the shoulder strap position can be adjusted left and right and easy to adjust length.  ",B0B6G2SQW9," [Multi-function Sling bag for men]-- Arctic Hunter stylish sling bag can be used for Business,Travel,School.Daily use.Large sling bag can store many small items,free your hands and bring comfortable for you.Stylish style design and use easy,which is perfect for Men.   [Large capacity & Simple to use]-- The capacity of this chest bag is about 6L,Dimensions:31*18*10cm,it's larger than others.consist for 1* Main compartment+1 Back compartment.and Main compartment have three pockets for Neat storage.the back compartment is hidden for anti-theft.   [High-quailty meterial]--Main body made by 1680D Oxford Fabric + PU Coated Fabric for Oxford Fabric make this bag is strudy and durable and PU Coated Fabric is IPX6 Water-resistant and Scratch-resistant.The inside made by Mountaineering bag grade polyester fabric for Abrasion and scratch resistant.   [Anti-theft & IPX6 Water-resistant]-- Mens sling bag is designed with hidden large compartment,it is difficult to find for others,so you can put values into this compartment. The mens chest bag is made of IPX6 water-resistant Fabric and the zipper coated by PU Fabric to avoid water into this sling bag.   [Breathable & Ergonomic design] -- 1. This material is very comfortable and skin-friendly to the touch. 2.adopts with Two-way matel zipper to smoothly open/close and durable.3. The back of the sling bag and the shoulder strap made of running shoe fabric,it is very breathable.4.The hook of the shoulder strap position can be adjusted left and right and easy to adjust length.  ", ah arctic hunter 
https://www.amazon.in/Baggit-Womens-Satchel-Handbag-Green/dp/B098TJWT8K/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-90,Baggit Women's Sling Bag - S1 (Green),625,3.9 out of 5 stars,101," A satchel is a soft bag with a flap that extends from the back andfolds over to cover the top and fastens in the front.   Green exterior with 1 main compartment I 2 total number of pocket I Zipper closure I Cruelty-free premium material.   Dimension :- Length : 25.4 cm x Width : 12.7 cm x Height : 24.13 cm   Made in India | 6 Months warranty | Leading fashion sling bag brand since 30 years.   The elegant women's sling bag is a perfect match for different occasions, such as travel, shopping, and other daily use, which could be a great ideal gift for your family and friends on their birthdays, anniversaries, weddings, and other special events.  ",B098TJWT8K, A satchel is a soft bag with a flap that extends from the back andfolds over to cover the top and fastens in the front. It has a long strap that can be worn across the body and short straps to carry on your shoulder. , Baggit 
https://www.amazon.in/Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_91?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-91,Gear ModernEco5 21L Water Resistant School Bag//Backpack/College Bag for Men/Women - Black Grey,429,3.8 out of 5 stars,"1,920"," Outer Material: Polyester, Color: Black Grey   Capacity: 21 liters; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)   Number of compartments: 1; Laptop Compatibility: No, Strap Type: Adjustable   Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket  ",B0757MBSS6," One wide access main compartment, one additional front pocket and one bottle pocket. Easily Adjustable padded shoulder straps with anti-sweat fabric underneath. ", Gear
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0519/dp/B07G4JQX2F/ref=sr_1_92?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-92,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,"1,059",4.4 out of 5 stars,"5,758"," Outer material: synthetic, color: navy. USB and headphone cable slot. With Rain Cover : No   Waterproof. Size:18 inch; Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)   Number of compartments: 2. External bottle pocket   Laptop compatibility: yes, laptop size: 16strap type: adjustable. Anti theft waterproof bag with anti sweat fabric on back and shoulder straps   Special Features: Back Padding; Closure Type: Zipper; Pocket Description: Utility Pocket; Age Range Description: Adult   Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .  ",B07G4JQX2F," Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements. ", Gear
https://www.amazon.in/Storite-Leather-Sling-Coffee-Brown/dp/B0983N9GXN/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-93,"Storite Stylish Small PU Leather Sling Cross Body Travel Office One Side Shoulder Bag for Men Women (25 cm x 11 cm x 20 cm, Coffee Brown)",749,4.0 out of 5 stars,471," Material type:PU Leather   Weight:25 cm x 11 cm x 20 cm (LxWxH),Small capacity but perfectly fits up to 10” Tablet.   Water Resistence:Yes,but not waterproof   SpecialFeatures : 2 Front - Side Pocket + 2 Main Pockets +1 Back - Side Pocket +2 In-Side Pockets.   Disclaimer:To analyze the size accurately, kindly read the dimension and check with any scale available to you before placing order.  ",B0983N9GXN," Material type:PU Leather   Weight:25 cm x 11 cm x 20 cm (LxWxH),Small capacity but perfectly fits up to 10” Tablet.   Water Resistence:Yes,but not waterproof   SpecialFeatures : 2 Front - Side Pocket + 2 Main Pockets +1 Back - Side Pocket +2 In-Side Pockets.   Disclaimer:To analyze the size accurately, kindly read the dimension and check with any scale available to you before placing order.  ", Storite 
https://www.amazon.in/POLESTAR-Navyorg-Casual-bagpack-Backpack/dp/B0844R2GMK/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-94,"Polestar Space 34 Liters Casual/ Office/ Travel/ School Backpack Bag, made of Polyester, 1 year warranty",669,4.0 out of 5 stars,"5,712"," ?DIMENSIONS: 30 Cm x 23 Cm x 47 Cm, CAPACITY: 34 Litres; ?NUMBER OF COMPARTMENTS: 3 full size compartments, 1 front zippers & 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock, LAPTOP SIZE: 13 to 15.6 inches   ?MATERIAL: Polyester, Water Resistant, COLOR: Navy Blue & Orange   ?SPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable S-Curved shoulder straps which protects the backbone and help to relieve stress on shoulders, smooth & durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets, 1 front tiffin pocket, rain cover in the side pocket   ?CONSUMER: Suitable for men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product   Special Features: Bottle Holder; Style Name: Daypack Backpacks; Pattern Name: Solid; Compartment Description: Up To 15 Inches  ",B0844R2GMK," POLESTAR SPACE : A Spacious and durable laptop backpack for school /college and travel. Easily accommodate 15.6 inch laptop. Size: 47 cm X 30 cm X 23 cm: SPACE is made of high grade water resistant polyester material that gives it strength and durable for long-term use. Is carries 12 months warranty. This “MAKE IN INDIA” Product features 3 large zippered compartments, 1 vertical highlighted long zip pocket at front, 2 water bottle /umbrella pockets, Top padded Handle for comfort. ", POLESTAR 
https://www.amazon.in/Gear-Training-Travel-Black-Grey-DUFCRSTNG0104/dp/B098FFTDKT/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-95,Gear Cross Training 26L Water Resistant Travel Duffle Bag/Gym Bag for Men/Women - Black Grey,539,4.3 out of 5 stars,"1,670", Ergonomically Designed : Spacious with Multiple Pockets : Intuitive Access : Lightweight : Easily Adjustable Shoulder Strap : Cushioned Grab Handle : Padded Base   3 External Zippered Pockets : 1 Mesh Stash Pocket   Outer material type: Polyester   Item Package Weight : 340.0 grams  ,B098FFTDKT," The Cross Training Duffel from Gear is the optimum solution for an all-purpose duffel bag - whether its the gym, that weekend travel, the training field or the sports arena. Every Gear Bag is tested in real world conditions and crafted with user insights to achieve optimum functionality. ", Gear
https://www.amazon.in/AirCase-C24-Messenger-Shoulder-Compartments/dp/B07Z3XT9MZ/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1668885183&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-96,"AirCase Office Messenger Sling Bag fits upto 14.1"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women, Black",849,4.2 out of 5 stars,"2,406"," Innovative Design: Utility of a Messenger Bag with Convenience of a Laptop Sleeve. Built with Premium Nylon Material with Impact resistant foam cushion and imported soft fur lining with 3D Foam Cushion Around which prevents scratches, Premium and Exquisite Zipper Closure.   Convenient, Comfortable and Elegant: Two Front Zipper Pocket to organize accessories has ample storage for your Power bank, Phone, charger, Tabs, cable, Pen, Notebook, etc. Comes with Adjustable & Removable Shoulder Strap for easy portability & Retractable Handle at top.   A much Safer Way to Carry Laptop: The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop.   COMPATIBLE for all major brands 13.3-Inch to 14-Inch Laptops.   Designed for most 13.3-Inch to 14-Inch Laptops and Ultrabook’s, Maximum Fit Size (Dimension- 37 X 27 X 5 CM), Super Light Weight: 490 Grams, and easy to use, practical design and exquisite workmanship.  ",B07Z3XT9MZ," Innovative Design: Utility of a Messenger Bag with Convenience of a Laptop Sleeve. Built with Premium Nylon Material with Impact resistant foam cushion and imported soft fur lining with 3D Foam Cushion Around which prevents scratches, Premium and Exquisite Zipper Closure.   Convenient, Comfortable and Elegant: Two Front Zipper Pocket to organize accessories has ample storage for your Power bank, Phone, charger, Tabs, cable, Pen, Notebook, etc. Comes with Adjustable & Removable Shoulder Strap for easy portability & Retractable Handle at top.   A much Safer Way to Carry Laptop: The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop.   COMPATIBLE for all major brands 13.3-Inch to 14-Inch Laptops.   Designed for most 13.3-Inch to 14-Inch Laptops and Ultrabook’s, Maximum Fit Size (Dimension- 37 X 27 X 5 CM), Super Light Weight: 490 Grams, and easy to use, practical design and exquisite workmanship.  ", AirCase 
https://www.amazon.in/Messenger-Water-resistant-Briefcase-Multiple-Pockets/dp/B0B6G58BYC/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1668885252&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-97,"Arctic Hunter Laptop Bag,Messenger bags for Men and Women Laptop Sling Bag with Handle Water-resistant Laptop Briefcase for 15.6 inch Laptop Multiple Pockets for Travel Office","2,849",4.3 out of 5 stars,9," [Multiple compartments&Large capacity Laptop Bag]-- Multiple compartments make you store your belongings reasonably,take out fastly your items from this handbag.this laptop sling bag is consist of 2 front zipper compartments + 1 laptop compartment +1 anti-theft back compartment.so it is large capacity, can store more items than others. Arctic Hunter original bag, 100% guarantee, two-year warranty.   [Super protection for your laptop] -- This messenger bag have a 15.6"" laptop pocket, it made by EPE Foam Covered by Velvet For Shock-Proof & Soft skin-friendly.The laptop pocket also is scratch resistant.the laptop bag also have a 11""ipad pocket,the function and material is same with laptop pocket.This bag is water-resistant in four levels to protect your laptop. Arctic Hunter bag is a good companion for your laptop.   [Two modes for carrying]-- This laptop bag have a Microfiber Leather handle and a detachable/adjustable shoulder strap,so you can freely change the carry mode,as a handbag or a sling bag to use. There are two rubber mats at the bottom, let this bag steady standing.   [Nice quality messenger bag/handbag]-- Main body made by 1680D Nylon Fabric for Durable & Breathable.Front Panel made by PU Coated Fabric + Microfiber Leather For Water Resistant & Scratch Resistant.Metal Zipper make sure it's durable and smooth.Arctic Hunter Bag Ensure a Secure & Long-lasting Usage Everyday & Weekend and Travelling.   [Good to use as a business/travel bag]-- This bag is design with a business style.multiple compartments help you better store office supplies and have a laptop pocket to put in your laptop.thick and breathable shoulder strap and comfortable Microfiber Leather makes it easier for you to carry this bag on the go.and it can be placed firmly on your trunk. Free your hands and shoulder.  ",B0B6G58BYC," [Multiple compartments&Large capacity Laptop Bag]-- Multiple compartments make you store your belongings reasonably,take out fastly your items from this handbag.this laptop sling bag is consist of 2 front zipper compartments + 1 laptop compartment +1 anti-theft back compartment.so it is large capacity, can store more items than others. Arctic Hunter original bag, 100% guarantee, two-year warranty.   [Super protection for your laptop] -- This messenger bag have a 15.6"" laptop pocket, it made by EPE Foam Covered by Velvet For Shock-Proof & Soft skin-friendly.The laptop pocket also is scratch resistant.the laptop bag also have a 11""ipad pocket,the function and material is same with laptop pocket.This bag is water-resistant in four levels to protect your laptop. Arctic Hunter bag is a good companion for your laptop.   [Two modes for carrying]-- This laptop bag have a Microfiber Leather handle and a detachable/adjustable shoulder strap,so you can freely change the carry mode,as a handbag or a sling bag to use. There are two rubber mats at the bottom, let this bag steady standing.   [Nice quality messenger bag/handbag]-- Main body made by 1680D Nylon Fabric for Durable & Breathable.Front Panel made by PU Coated Fabric + Microfiber Leather For Water Resistant & Scratch Resistant.Metal Zipper make sure it's durable and smooth.Arctic Hunter Bag Ensure a Secure & Long-lasting Usage Everyday & Weekend and Travelling.   [Good to use as a business/travel bag]-- This bag is design with a business style.multiple compartments help you better store office supplies and have a laptop pocket to put in your laptop.thick and breathable shoulder strap and comfortable Microfiber Leather makes it easier for you to carry this bag on the go.and it can be placed firmly on your trunk. Free your hands and shoulder.  ", ah arctic hunter 
https://www.amazon.in/Gear-Compact-Business-Backpack-BUSCOMPACT052/dp/B08D76WDTV/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1668885252&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-98,Gear Compact Business 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women - IndiaInk,799,4.3 out of 5 stars,"1,037"," Outer Material: Our saree are of cotton and synthetic both, Color: India Ink   Water resistant. With Rain Cover : No ; color my vary due to photographic effect and lighting   Capacity: 17 liters; Weight: 400 grams; Dimensions: 45 cms x 30 cms x 13 cms (LxWxH)   Number of compartments: 2   Laptop Compatibility: Yes, Laptop Size: 15.4Strap Type: Yes   Shoulder straps padded with pp foam/ eva sheet. Anti slip fabric / breathable spongy mesh on shoulder stpars  ",B08D76WDTV, All Gear bag are manufactured from our self owned factories with specially trained manpower to ensure consistency in quality amd refined craftsmanship. , Gear
